rowid,pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbsmax,pl_insol
3034,Kepler-166 d,1.73,3.64,1313.0,1.554003928,0.02449,651.409
3035,Kepler-1660 AB b,12.9,1586.59940774,,239.5044,0.8,
3036,Kepler-1661 b,3.87,17.0,243.0,175.06,0.633,0.88
3037,Kepler-1663 b,3.30395896,10.9,362.0,17.6046,0.1072,4.07
3038,Kepler-1664 b,3.03320653,9.45,776.0,14.3868,0.1137,85.46
3039,Kepler-1665 b,2.83910787,8.44,906.0,11.9548,0.096,40.4
3040,Kepler-1666 b,2.88273782,8.66,672.0,25.8476,0.1761,48.23
3041,Kepler-1666 c,3.23564749,10.5,578.0,40.7157,0.2383,26.34
3042,Kepler-1667 b,2.98385261,9.19,655.0,83.5781,0.35905,9.3
3043,Kepler-1668 b,4.34764405,17.4,721.0,15.434,0.124,63.79
3044,Kepler-1669 b,2.78043818,8.15,530.0,9.51216,0.0745,18.66
3045,Kepler-1669 c,1.90120972,4.27,958.0,1.609320045,0.0228,199.28
3046,Kepler-1669 d,1.22,1.98,669.0,4.72941177,0.0468,47.3
3047,Kepler-167 b,1.718,3.6,918.0,4.3931539,0.04825,122.502
3048,Kepler-167 c,1.674,3.44,771.0,7.406106,0.0684,61.175
3049,Kepler-167 d,1.238,2.06,538.0,21.80379,0.1404,14.489
3050,Kepler-167 e,10.16,321.00669107,134.4,1071.23205,1.883,0.1
3051,Kepler-1670 b,3.3564801,11.2,731.0,20.4998,0.1528,67.67
3052,Kepler-1671 b,1.32557381,2.32,962.0,4.16787,0.04946,205.0
3053,Kepler-1672 b,2.97022762,9.11,423.0,150.878,0.55374,4.4
3054,Kepler-1673 b,2.9355194,8.93,611.0,33.7888,0.21363,30.5
3055,Kepler-1674 b,3.2057749,10.4,417.0,62.5611,0.3017,7.13
3056,Kepler-1675 b,3.12483349,9.93,465.0,63.0382,0.32185,11.8
3058,Kepler-1677 b,2.70216183,7.76,712.0,22.064,0.1599,59.4
3059,Kepler-1678 b,3.30422249,10.9,329.0,147.974,0.5302,2.78
3060,Kepler-1679 b,2.0692036,4.93,813.0,9.75376,0.0892,103.3
3061,Kepler-168 b,1.46,2.73,1240.0,4.425391,0.056,725.064
3062,Kepler-168 c,2.69,7.7,862.0,13.193242,0.116,169.002
3063,Kepler-1680 b,1.35954736,2.42,771.0,8.77424,0.07642,49.0
3064,Kepler-1681 b,2.55321772,7.05,442.0,69.8956,0.32,5.33
3065,Kepler-1682 b,2.88940836,8.7,694.0,14.8334,0.1134,54.74
3066,Kepler-1683 b,1.87477762,4.17,669.0,15.0337,0.1182,47.32
3067,Kepler-1684 b,2.87084792,8.6,347.0,47.7055,0.2253,3.42
3068,Kepler-1685 b,2.57673985,7.16,625.0,20.4905,0.1485,36.01
3069,Kepler-1686 b,1.42553017,2.62,913.0,9.30987,0.08827,167.2
3070,Kepler-1687 b,1.65623882,3.38,598.0,5.77954,0.0532,30.22
3071,Kepler-1688 b,1.26174569,2.13,772.0,5.62012,0.0577,84.01
3072,Kepler-1689 b,0.94678642,0.799,879.0,8.483,0.0784,149.3
3073,Kepler-169 b,1.13,1.51,962.0,3.250619,0.04,195.221
3074,Kepler-169 c,1.21,1.92,776.0,6.195469,0.062,82.853
3075,Kepler-169 d,1.25,2.1,702.0,8.348125,0.075,55.53
3076,Kepler-169 e,2.2,5.48,595.0,13.767102,0.105,28.548
3077,Kepler-169 f,2.58,7.18,321.0,87.090195,0.359,2.439
3078,Kepler-1690 b,2.81109223,8.3,267.0,234.636,0.7097,1.2
3079,Kepler-1691 b,1.83470985,4.02,1283.0,3.8482,0.0495,641.53
3080,Kepler-1692 b,1.11177184,1.42,897.0,5.95966,0.0646,153.48
3081,Kepler-1693 b,1.28938413,2.21,807.0,12.0999,0.1011,100.37
3082,Kepler-1693 c,0.97698289,0.894,1059.0,5.363709927,0.0588,296.73
3083,Kepler-1694 b,1.17986031,1.76,956.0,3.89526,0.0449,197.66
3084,Kepler-1695 b,1.11948901,1.46,957.0,4.7329,0.0529,198.57
3085,Kepler-1696 b,2.80982017,8.29,454.0,65.9409,0.3244,10.04
3086,Kepler-1697 b,1.25954761,2.12,630.0,33.4969,0.2008,37.3
3087,Kepler-1698 b,1.07315686,1.25,1351.0,1.2107,0.02065,697.6
3088,Kepler-1699 b,1.56671124,3.08,1010.0,3.49082,0.0418,245.65
3089,Kepler-17 b,14.68,778.65,1570.0,1.4857108,0.02591,1481.766
3090,Kepler-170 b,3.2,82.6,899.0,7.930592,0.08,136.522
3091,Kepler-170 c,2.86,8.55,702.0,16.665863,0.131,50.682
3092,Kepler-1700 b,2.90129941,8.76,329.0,234.239,0.76094,2.2
3093,Kepler-1701 b,2.22186207,5.57,273.0,169.134,0.5738,1.3
3094,Kepler-1702 b,1.60190793,3.2,555.0,18.5012,0.1275,22.4
3095,Kepler-1704 b,11.94877343,1322.16617312,253.8,988.88112,2.027,0.342
3096,Kepler-1705 b,2.03,4.47,789.0,9.03502,0.08,91.74
3097,Kepler-1705 c,2.05,5.42,,11.28,0.10279859004689623,
3098,Kepler-1708 b,9.96,1462.0106722,,737.1131,1.64,0.561
3099,Kepler-1709 b,3.12424875,9.93,472.0,65.70459747,0.32704,11.7
3100,Kepler-171 b,2.34,6.08,1053.0,4.166972,0.05,304.178
3101,Kepler-171 c,2.56,7.08,752.0,11.463462,0.098,78.905
3102,Kepler-171 d,1.89,4.23,497.0,39.595519,0.223,15.103
3103,Kepler-1710 b,3.19744103,3.49494179,694.0,14.91110039,0.11583,48.9
3104,Kepler-1711 b,1.923,4.36,669.0,21.06080055,0.1463,47.39
3105,Kepler-1712 b,2.28372556,5.83,391.0,13.81499958,0.0903,5.52
3106,Kepler-1713 b,1.71673535,3.59,900.0,18.01160049,0.14185,144.3
3107,Kepler-1714 b,3.26437302,10.7,1211.0,10.27530003,0.10549,504.3
3108,Kepler-1715 b,4.14042267,16.0,646.0,35.59730148,0.22429,53.0
3109,Kepler-1716 b,2.4247685,6.46,408.0,35.58100128,0.18836,6.3
3110,Kepler-1717 b,2.98929758,9.21,780.0,30.65279961,0.2014,87.69
3111,Kepler-1718 b,2.5685207,7.12,345.0,135.1880035,0.48418,3.7
3112,Kepler-1719 b,3.95000623,14.8,1287.0,6.149559975,0.06868,686.9
3113,Kepler-172 b,2.35,6.12,1256.0,2.940309,0.04,639.476
3114,Kepler-172 c,2.86,8.55,970.0,6.388996,0.068,227.225
3115,Kepler-172 d,2.25,5.69,736.0,14.627119,0.118,75.29
3116,Kepler-172 e,2.76,8.05,550.0,35.118736,0.211,23.431
3117,Kepler-1720 b,3.21585295,10.4,697.0,12.70639992,0.1043,55.86
3118,Kepler-1721 b,3.11856756,9.9,924.0,4.592380047,0.0519,172.6
3119,Kepler-1722 b,2.86719266,8.58,753.0,9.178569794,0.0819,76.14
3120,Kepler-1723 b,2.88046569,8.65,568.0,39.75289917,0.2249,24.54
3121,Kepler-1724 b,2.83677238,8.43,999.0,6.45442009,0.0683,234.98
3122,Kepler-1725 b,2.8125177,8.31,767.0,16.71990013,0.13263,84.1
3123,Kepler-1726 b,2.50861954,6.84,582.0,18.39629936,0.12794,24.0
3124,Kepler-1727 b,3.17321625,10.2,757.0,9.029299736,0.0796,77.75
3125,Kepler-1728 b,2.95501875,9.04,886.0,4.782999992,0.0535,145.48
3126,Kepler-1729 b,3.89404186,14.4,595.0,4.220970154,0.0418,29.68
3127,Kepler-173 b,1.29,2.21,1179.0,4.263742,0.048,599.495
3128,Kepler-173 c,2.43,6.48,956.0,8.005777,0.074,258.418
3129,Kepler-1730 b,4.48524519,18.4,833.0,13.81019974,0.1131,113.75
3130,Kepler-1731 b,2.93295657,8.92,486.0,21.76129913,0.1399,13.3
3131,Kepler-1732 b,4.09903273,15.7,699.0,32.31240082,0.2015,27.05
3132,Kepler-1733 b,3.63582354,12.8,1021.0,9.229579926,0.0933,257.11
3133,Kepler-1734 b,3.08851092,9.74,985.0,6.796850204,0.0714,222.91
3134,Kepler-1735 b,1.19429134,1.84,502.0,7.71792984,0.0621,15.01
3135,Kepler-1736 b,3.8765856,14.3,566.0,37.81029892,0.2188,24.27
3137,Kepler-1738 b,2.82472883,8.37,957.0,7.674630165,0.0781,198.67
3138,Kepler-1739 b,2.43056832,6.48,839.0,7.343709946,0.0697,117.5
3139,Kepler-174 b,1.96,4.5,553.0,13.98179,0.1,24.418
3140,Kepler-174 c,1.49,2.83,377.0,44.000529,0.214,5.296
3141,Kepler-174 d,2.19,5.43,212.0,247.35373,0.677,0.53
3142,Kepler-1740 b,3.32321414,11.0,858.0,8.172400475,0.0779,127.95
3143,Kepler-1741 b,1.273,2.16,615.0,2.757590055,0.0296,33.79
3144,Kepler-1742 b,2.1782413,5.38,462.0,49.47819901,0.2587,10.73
3145,Kepler-1743 b,1.59887007,3.18,1144.0,7.649710178,0.084,515.0
3146,Kepler-1744 b,3.76754004,13.6,532.0,37.10110092,0.20945,21.0
3147,Kepler-1745 b,1.92872921,4.38,1449.0,3.016190052,0.0408,1044.49
3148,Kepler-1746 b,8.93504475,59.1,310.0,321.2120056,0.94082,3.4
3149,Kepler-1747 b,4.26508,16.8,875.0,6.230319977,0.066,138.33
3150,Kepler-1748 b,2.71275017,7.81,955.0,5.823520184,0.0615,196.33
3151,Kepler-1749 b,1.61301783,3.23,420.0,14.53409958,0.0956,7.34
3152,Kepler-175 b,2.56,7.08,827.0,11.903515,0.105,129.639
3153,Kepler-175 c,3.1,9.8,583.0,34.035257,0.213,31.95
3154,Kepler-1750 b,6.00434637,30.1,298.0,205.9120026,0.6785,1.85
3155,Kepler-1751 b,1.82417378,3.98,984.0,7.017310143,0.0712,221.46
3156,Kepler-1752 b,4.54060463,18.7,419.0,56.35850143,0.2698,7.29
3157,Kepler-1753 b,2.22678077,5.59,583.0,16.00460052,0.1179,27.41
3158,Kepler-1754 b,2.43996509,6.53,672.0,8.195949554,0.0718,48.2
3159,Kepler-1755 b,5.91688317,29.4,631.0,24.81209946,0.1668,37.43
3161,Kepler-1757 b,2.94660251,8.99,549.0,19.65640068,0.1335,21.5
3162,Kepler-1758 b,2.57059831,7.13,1028.0,9.977210045,0.0919,93.64
3163,Kepler-1759 b,0.9037791,0.676,954.0,3.720230103,0.0429,195.7
3164,Kepler-176 b,1.43,290.537,841.0,5.433074,0.058,123.802
3165,Kepler-176 c,2.6,1.33,633.0,12.759712,0.102,39.631
3166,Kepler-176 d,2.51,1.72,501.0,25.751974,0.163,15.536
3167,Kepler-176 e,1.45,0.52075,398.0,51.16579,0.25654,6.22
3169,Kepler-1761 b,1.39109603,2.51,613.0,4.043540001,0.0413,33.34
3170,Kepler-1762 b,2.76022913,8.05,714.0,29.53910065,0.204,61.49
3171,Kepler-1763 b,1.14651332,1.59,1822.0,1.480280042,0.0257,2597.27
3172,Kepler-1764 b,4.55527871,18.8,511.0,70.46829987,0.3512,16.17
3173,Kepler-1765 b,2.49508857,6.78,855.0,10.41889954,0.0917,126.48
3174,Kepler-1766 b,2.27904508,5.81,406.0,105.0149994,0.4161,7.8
3175,Kepler-1767 b,3.01299077,9.34,393.0,59.65829849,0.2873,5.66
3176,Kepler-1768 b,2.23346338,5.62,933.0,15.13589954,0.1286,179.16
3177,Kepler-1769 b,4.465,18.2,483.0,89.1934967,0.40598,8.9
3178,Kepler-177 b,3.5,5.84,549.0,36.8601,0.21101,30.4
3179,Kepler-177 c,8.73,14.7,497.0,49.40926,0.25655,25.4
3180,Kepler-1770 b,2.84141754,8.45,699.0,16.84189987,0.1261,56.43
3181,Kepler-1771 b,4.05537256,15.5,391.0,88.64399719,0.3815,5.51
3182,Kepler-1772 b,2.68609988,7.68,1155.0,3.215090036,0.04391,1485.0
3183,Kepler-1773 b,3.50469499,12.1,623.0,40.80970001,0.24831,39.2
3184,Kepler-1774 b,3.18179549,10.2,522.0,59.77080154,0.29496,16.4
3185,Kepler-1775 b,3.64762153,12.9,522.0,85.65399933,0.39565,9.9
3186,Kepler-1776 b,2.61157023,7.33,603.0,35.01190186,0.2093,29.9
3187,Kepler-1777 b,2.13189678,5.19,819.0,12.18420029,0.10301,71.3
3188,Kepler-1778 b,3.01665969,9.36,942.0,10.08740044,0.0956,186.14
3189,Kepler-1779 b,3.03295685,9.44,730.0,16.34359932,0.1264,67.34
3190,Kepler-178 b,2.9,8.75,846.0,9.576694,0.085,84.571
3191,Kepler-178 c,2.88,8.65,656.0,20.552802,0.142,30.546
3192,Kepler-178 d,3.95,14.8,392.0,96.678988,0.397,3.874
3193,Kepler-1780 b,3.60600667,12.7,340.0,109.4449997,0.4276,3.14
3194,Kepler-1781 b,2.38091029,6.26,1003.0,4.88752985,0.0574,239.11
3195,Kepler-1782 b,2.22927435,5.6,773.0,5.756229877,0.05825,86.0
3196,Kepler-1783 b,1.31946731,2.3,1088.0,8.277440071,0.07595,65.5
3197,Kepler-1784 b,2.79936489,8.24,724.0,13.59049988,0.1072,64.8
3198,Kepler-1785 b,2.70422447,7.77,666.0,19.58550072,0.13917,47.3
3199,Kepler-1786 b,3.16305828,10.1,501.0,78.5460968,0.35722,10.7
3200,Kepler-1787 b,2.31898181,5.99,540.0,39.31370163,0.227,20.04
3201,Kepler-1788 b,2.37850461,6.25,956.0,2.800120115,0.0343,197.81
3202,Kepler-1789 b,2.83137505,8.4,380.0,80.23190308,0.3543,4.91
3203,Kepler-179 b,1.64,3.33,1075.0,2.735926,0.036,360.262
3204,Kepler-179 c,2.0,4.66,810.0,6.40013,0.064,115.983
3205,Kepler-1790 b,3.1446145,10.0,682.0,31.58889961,0.20989,49.2
3206,Kepler-1791 b,3.12103321,9.91,1021.0,7.720860004,0.0761,257.14
3207,Kepler-1792 b,2.51990972,6.89,1047.0,4.1957798,0.0488,283.78
3208,Kepler-1793 b,3.79037518,13.8,713.0,8.779999733,0.0787,61.24
3209,Kepler-1794 b,1.79426276,3.87,703.0,9.762980461,0.0821,57.59
3211,Kepler-1796 b,2.75047868,8.0,598.0,29.4557991,0.1879,30.3
3212,Kepler-1797 b,3.05774442,9.58,684.0,23.3593998,0.1637,51.68
3213,Kepler-1798 b,2.30911251,5.94,408.0,16.85589981,0.1082,6.52
3214,Kepler-1799 b,4.12801189,15.9,770.0,11.9296999,0.1028,83.04
3215,Kepler-18 b,2.0,6.9,1165.0,3.504725,0.0447,355.735
3216,Kepler-18 c,5.49,17.3,899.0,7.64159,0.0752,126.081
3217,Kepler-18 d,6.98,16.4,720.0,14.85888,0.1172,51.922
3218,Kepler-180 b,1.5,2.86,781.0,13.817124,0.109,72.119
3219,Kepler-180 c,3.01,9.32,540.0,41.885775,0.229,16.423
3220,Kepler-1800 b,0.99679734,0.961,1533.0,4.562029839,0.05098,242.0
3221,Kepler-1801 b,2.70926154,7.8,829.0,10.44089985,0.0915,111.52
3222,Kepler-1801 c,2.91,8.8,371.0,116.583183,0.4572,4.47
3223,Kepler-1802 b,1.671,3.43,581.0,15.45020008,0.0662,26.91
3224,Kepler-1802 c,2.322,6.0,357.0,33.13610077,0.1748,3.86
3225,Kepler-1804 b,1.59615726,3.18,913.0,12.28849983,0.1017,164.61
3226,Kepler-1805 b,1.54502915,3.0,479.0,8.847940445,0.0699,12.48
3227,Kepler-1806 b,2.35560189,6.15,729.0,9.033320427,0.0813,66.89
3228,Kepler-1807 b,2.70393215,7.77,1108.0,10.86060047,0.0988,356.24
3229,Kepler-1808 b,3.02511302,9.4,601.0,23.3404007,0.1467,30.94
3230,Kepler-1809 b,1.513,2.9,877.0,3.7572999,0.04444,158.2
3231,Kepler-181 b,1.27,2.15,1041.0,3.137873,0.04,255.584
3232,Kepler-181 c,1.99,4.62,937.0,4.302149,0.049,168.188
3233,Kepler-1810 b,3.91815325,14.6,380.0,101.1330032,0.4137,4.91
3234,Kepler-1811 b,3.84829873,14.1,455.0,76.42230225,0.3462,10.11
3235,Kepler-1812 b,2.3249424,6.01,1034.0,7.165219784,0.0765,270.34
3237,Kepler-1814 b,2.36961357,6.21,1022.0,2.935359955,0.03765,216.9
3238,Kepler-1814 c,1.76,3.75,1711.0,0.626281766,0.0133,2011.27
3239,Kepler-1815 b,2.7489262,7.99,763.0,12.19139957,0.0984,80.01
3240,Kepler-1816 b,1.9679397,4.53,310.0,91.50099945,0.35647,2.0
3241,Kepler-1817 b,2.27349126,5.79,463.0,44.29919815,0.2348,10.85
3242,Kepler-1818 b,1.71360684,3.58,1209.0,4.644909859,0.055,504.23
3243,Kepler-1819 b,3.90351256,14.5,760.0,16.48690033,0.1337,78.99
3244,Kepler-182 b,2.58,7.18,935.0,9.825792,0.096,239.787
3245,Kepler-182 c,3.43,11.6,729.0,20.684342,0.157,88.852
3246,Kepler-1820 b,3.11883067,9.9,561.0,31.03249931,0.1964,23.41
3247,Kepler-1821 b,2.59248115,7.24,644.0,16.45809937,0.1244,40.61
3248,Kepler-1822 b,2.64755943,7.5,507.0,22.13339996,0.1416,15.65
3249,Kepler-1823 b,2.0861268,5.0,718.0,21.10339928,0.15332,78.0
3250,Kepler-1824 b,2.38127597,6.26,421.0,95.61100006,0.4267,7.45
3251,Kepler-1825 b,1.42200732,2.61,1520.0,1.025869966,0.0187,1264.7
3252,Kepler-1826 b,1.47519116,2.78,806.0,1.615360022,0.0213,99.32
3253,Kepler-1827 b,1.85644292,4.1,1329.0,3.700619936,0.04647,1113.4
3254,Kepler-1828 b,2.11598626,5.13,799.0,10.2737999,0.0924,96.27
3255,Kepler-1829 b,2.47887001,6.71,860.0,5.186719894,0.0559,129.37
3256,Kepler-183 b,2.06,4.9,1088.0,5.687945,0.064,281.845
3257,Kepler-183 c,2.27,35.7,857.0,11.637071,0.103,108.717
3258,Kepler-1830 b,3.32992941,11.1,681.0,56.49330139,0.31769,35.8
3259,Kepler-1831 b,1.97019818,4.54,1051.0,5.78387022,0.0655,288.69
3260,Kepler-1832 b,1.22719556,2.02,1022.0,3.138789892,0.037,257.32
3261,Kepler-1833 b,1.30027362,2.24,1177.0,6.892129898,0.07545,439.2
3262,Kepler-1834 b,1.4593834,2.73,848.0,4.603010178,0.04911,105.2
3263,Kepler-1834 c,1.22,1.98,1541.0,0.766691517,0.015,1334.22
3264,Kepler-1835 b,3.53387773,12.2,808.0,11.96409988,0.0997,100.96
3265,Kepler-1836 b,2.55303229,7.05,1093.0,5.254169941,0.0602,338.15
3266,Kepler-1837 b,2.06673842,4.92,1012.0,5.906089783,0.065,247.83
3267,Kepler-1838 b,1.66049425,3.4,1097.0,12.14680004,0.11082,271.6
3268,Kepler-1839 b,1.9493759,4.46,1049.0,5.056759834,0.0583,286.32
3269,Kepler-184 b,2.36,6.17,780.0,10.687576,0.092,70.361
3270,Kepler-184 c,1.97,8.8,630.0,20.303005,0.141,29.875
3271,Kepler-184 d,2.49,6.76,559.0,29.022358,0.179,18.557
3272,Kepler-1840 b,2.77771129,8.13,284.0,131.1900024,0.46206,1.3
3273,Kepler-1841 b,1.48912557,2.82,542.0,25.88599968,0.1606,20.35
3274,Kepler-1842 b,2.35388681,6.14,822.0,14.02639961,0.116,108.07
3275,Kepler-1843 b,2.70909809,7.8,772.0,25.54339981,0.17871,111.8
3276,Kepler-1844 b,3.03648191,9.46,1074.0,3.924510002,0.0478,314.25
3277,Kepler-1845 b,2.43836702,6.52,584.0,11.60649967,0.0885,27.47
3278,Kepler-1846 b,1.76378826,3.76,552.0,14.82009983,0.11054,24.5
3279,Kepler-1847 b,2.74516914,7.97,843.0,11.12969971,0.0989,119.44
3280,Kepler-1848 b,1.4088539,2.57,774.0,5.604020119,0.05835,94.3
3281,Kepler-1849 b,2.38685349,6.29,355.0,57.29290009,0.2597,3.76
3282,Kepler-185 b,1.17,1.71,1237.0,1.6329,0.026,475.507
3283,Kepler-185 c,2.02,4.74,530.0,20.729042,0.139,16.029
3284,Kepler-1850 b,0.72909663,0.313,1008.0,1.385800004,0.0206,245.15
3285,Kepler-1851 b,3.90012032,14.5,776.0,12.02289963,0.1016,85.78
3286,Kepler-1852 b,1.88610592,4.22,760.0,7.970940113,0.0762,79.1
3287,Kepler-1853 b,1.51862272,2.92,386.0,48.88819885,0.2395,5.23
3288,Kepler-1854 b,2.58746104,7.21,420.0,39.83110046,0.20894,7.33
3290,Kepler-1856 b,1.73447868,3.66,1344.0,1.302000046,0.0215,772.73
3291,Kepler-1857 b,1.96065412,4.5,946.0,8.94340992,0.08308,217.4
3292,Kepler-1858 b,2.42168247,6.44,330.0,88.07160187,0.3575,2.79
3293,Kepler-1859 b,1.58313575,3.13,1455.0,2.729599953,0.0394,1056.15
3294,Kepler-1859 c,1.66,3.39,1327.0,3.59645081,0.0473,732.82
3295,Kepler-186 b,1.07,1.24,571.0,3.8867907,0.0343,37.372
3296,Kepler-186 c,1.25,2.1,464.0,7.267302,0.0451,13.98
3297,Kepler-186 d,1.4,2.54,379.0,13.342996,0.0781,7.204
3298,Kepler-186 e,1.27,2.15,319.0,22.407704,0.11,3.608
3299,Kepler-186 f,1.17,1.71,177.0,129.9441,0.432,0.3
3300,Kepler-1860 b,1.13863767,1.55,697.0,12.73719978,0.10625,56.3
3301,Kepler-1861 b,2.20677414,5.5,617.0,40.0306015,0.24082,31.5
3302,Kepler-1862 b,2.203,5.49,645.0,16.05730057,0.1199,41.04
3303,Kepler-1863 b,2.26309256,5.74,508.0,44.99760056,0.23678,41.5
3304,Kepler-1864 b,0.75408365,0.353,1156.0,3.881510019,0.049,427.6
3305,Kepler-1865 b,1.57686072,3.11,1203.0,2.524009943,0.0344,495.14
3306,Kepler-1866 b,2.08215108,4.99,834.0,11.66009998,0.1016,114.36
3307,Kepler-1867 b,1.15985997,1.65,768.0,9.887359619,0.0872,82.32
3308,Kepler-1868 b,3.14950109,10.1,215.0,211.0339966,0.62348,0.5
3309,Kepler-1869 b,1.11955354,1.46,865.0,8.167360306,0.07976,138.5
3310,Kepler-1869 c,0.74,0.33,1455.0,1.716828304,0.028,1056.84
3311,Kepler-187 b,1.41,2.57,1244.0,4.938864,0.059,902.239
3312,Kepler-187 c,2.67,7.61,963.0,10.640263,0.099,324.134
3313,Kepler-1870 b,2.10143764,5.07,1046.0,3.606940031,0.0452,287.6
3314,Kepler-1871 b,2.42172881,6.44,1403.0,1.952700019,0.0308,917.15
3315,Kepler-1872 b,2.38421141,6.28,1005.0,3.825910091,0.0465,241.25
3316,Kepler-1873 b,1.62573811,3.28,1787.0,0.558842003,0.0128,2412.15
3317,Kepler-1874 b,2.21110724,5.52,356.0,56.57320023,0.2633,3.79
3318,Kepler-1875 b,3.22686692,10.5,559.0,34.45859909,0.2039,23.05
3319,Kepler-1876 b,0.853,2.4,1299.0,6.99205,0.0758,475.0
3320,Kepler-1877 b,0.624086,0.179,1278.0,2.377569914,0.03472,691.1
3321,Kepler-1878 b,2.92019781,8.86,1063.0,4.445879936,0.0521,302.6
3322,Kepler-1879 b,2.06512018,4.92,987.0,10.61340046,0.0957,242.6
3323,Kepler-188 b,1.68,3.46,1463.0,2.061897,0.032,1069.235
3324,Kepler-188 c,3.19,10.3,1025.0,5.996553,0.066,257.348
3325,Kepler-1880 b,2.11686218,5.13,606.0,6.309219837,0.054,31.73
3326,Kepler-1881 b,2.98104391,9.17,289.0,159.3939972,0.53325,1.5
3327,Kepler-1882 b,1.48674404,2.81,894.0,13.78730011,0.11636,122.1
3328,Kepler-1883 b,3.25107395,10.6,416.0,103.427002,0.4438,7.08
3329,Kepler-1884 b,1.81406781,3.95,864.0,8.988320351,0.0845,131.92
3330,Kepler-1885 b,1.51110555,2.89,1205.0,2.522559881,0.036,499.07
3331,Kepler-1886 b,2.58158428,7.18,580.0,24.2758007,0.16,26.68
3332,Kepler-1887 b,2.92454357,8.88,625.0,19.94750023,0.1421,36.14
3333,Kepler-1888 b,1.32578716,2.32,886.0,11.39169979,0.0956,145.67
3334,Kepler-1889 b,2.94360686,8.98,493.0,37.30369949,0.2082,14.0
3335,Kepler-189 b,1.21,1.92,678.0,10.399931,0.088,45.389
3336,Kepler-189 c,2.38,22.7,544.0,20.134866,0.137,18.811
3337,Kepler-1890 b,0.86867375,0.587,1328.0,4.820590019,0.05712,493.0
3338,Kepler-1891 b,1.52139156,2.93,1017.0,4.02229023,0.0473,253.28
3339,Kepler-1892 b,1.83707938,4.03,822.0,6.331230164,0.0633,108.04
3340,Kepler-1893 b,1.70557445,3.55,1194.0,4.179369926,0.0504,478.98
3341,Kepler-1894 b,1.20117759,1.87,1231.0,2.762660027,0.0385,544.05
3342,Kepler-1894 c,1.21,1.92,1007.0,5.05368985,0.0576,243.06
3343,Kepler-1895 b,2.11934728,5.14,789.0,6.070290089,0.0615,91.45
3344,Kepler-1896 b,3.09935997,9.8,536.0,44.87020111,0.2529,19.5
3345,Kepler-1897 b,2.81407954,8.32,505.0,24.22030067,0.1546,15.43
3346,Kepler-1898 b,0.93353523,0.76,1167.0,4.765620232,0.05063,204.6
3347,Kepler-1899 b,1.55098292,3.02,851.0,4.095779896,0.0457,124.3
3348,Kepler-19 b,2.209,6.1,851.0,9.28699,0.0846,87.6
3349,Kepler-19 c,3.68,13.1,,28.731,0.1765736996,
3350,Kepler-19 d,5.06,22.5,,62.95,0.3029439539849829,
3351,Kepler-190 b,1.56,3.05,1166.0,2.019999,0.03,417.238
3352,Kepler-190 c,1.46,2.73,948.0,3.763024,0.045,181.699
3353,Kepler-1900 b,1.62314676,3.27,1356.0,2.986229897,0.042,798.35
3354,Kepler-1901 b,1.47418907,2.77,1132.0,3.484129906,0.0453,389.41
3355,Kepler-1902 b,1.17563613,1.74,601.0,3.822220087,0.0385,30.84
3356,Kepler-1903 b,2.28642395,5.85,769.0,17.0678997,0.1321,82.56
3357,Kepler-1904 b,1.3904994,2.51,567.0,4.577020168,0.0436,24.38
3358,Kepler-1905 b,1.4460734,2.69,1212.0,3.42392993,0.0451,508.75
3359,Kepler-1906 b,2.77615754,8.13,901.0,7.362689972,0.0738,155.72
3360,Kepler-1907 b,0.86973029,0.589,856.0,5.652450085,0.05444,75.0
3361,Kepler-1907 c,1.15547044,1.63,620.0,14.86390018,0.10371,20.6
3362,Kepler-1909 b,1.09217411,1.33,1031.0,2.391609907,0.0306,266.01
3363,Kepler-191 b,1.34,2.36,722.0,9.939632,0.087,50.2
3364,Kepler-191 c,1.86,4.12,596.0,17.738506,0.128,23.2
3365,Kepler-191 d,2.28,5.82,857.0,5.945041017,0.06104,99.6
3367,Kepler-1911 b,1.011,1.01,987.0,5.990799904,0.0636,223.93
3368,Kepler-1912 b,1.35670508,2.41,976.0,6.059219837,0.06489,201.8
3369,Kepler-1913 b,1.51852059,2.92,818.0,14.1960001,0.1209,105.7
3370,Kepler-1914 b,2.9429803,8.97,585.0,30.82789993,0.1954,27.66
3371,Kepler-1915 b,3.21798413,10.4,809.0,13.83539963,0.114,101.05
3372,Kepler-1916 b,2.61757235,7.35,635.0,31.25429916,0.2053,38.54
3373,Kepler-1917 b,1.88971288,4.23,675.0,12.90240002,0.103,48.99
3374,Kepler-1918 b,2.29763023,5.89,497.0,47.0564003,0.2524,14.43
3375,Kepler-1919 b,2.62390658,7.38,479.0,37.88660049,0.2107,12.46
3376,Kepler-192 b,2.74,7.95,803.0,9.926746,0.09,105.297
3377,Kepler-192 c,2.79,8.2,623.0,21.2234,0.15,38.216
3378,Kepler-192 d,1.02,1.04,926.0,6.47027579,0.0686,186.076
3379,Kepler-1920 b,2.95415848,9.03,660.0,30.2541008,0.2043,44.87
3380,Kepler-1921 b,2.89459458,8.72,967.0,20.03479958,0.15865,216.2
3381,Kepler-1921 c,1.41,2.57,1791.0,3.15722086,0.0454,2436.47
3382,Kepler-1922 b,2.29064904,5.86,740.0,13.22259998,0.1077,71.11
